Display name,SID,Domain,Type,Object ID,Cloud ID,Cloud Provider,Source,UPN,Tags,Created time,Criticality level,Account status,Last updated
"Alvine Carr","s-1-5-21-2687365137-2087825785-2724683265-4719","domain2.test.local","User","2f693747-0704-469b-bfe1-691b252bf65f",,,"Hybrid",ACarr@domain2.test.local,,"2016-04-27T08:02:19.000Z",,"Enabled","2016-04-27T08:14:07.000Z"
"Alvino Cabrera","s-1-5-21-2687365137-2087825785-2724683265-4226","domain2.test.local","User","58a25b70-00bd-41bd-9923-e053e18aa16f",,,"Hybrid",ACabrera@domain2.test.local,,"2016-04-27T08:02:01.000Z",,"Enabled","2016-04-27T08:14:28.000Z"
"Alyse Nisbett","s-1-5-21-2687365137-2087825785-2724683265-4277","domain2.test.local","User","00c2dbc4-4b41-481b-b539-006a8bc7ebeb",,,"Hybrid",ANisbett@domain2.test.local,,"2016-04-27T08:02:03.000Z",,"Enabled","2016-04-27T08:10:13.000Z"
"Alzena Valdez","s-1-5-21-2687365137-2087825785-2724683265-5012","domain2.test.local","User","37b4a6ce-e152-4750-8c7e-f53c344e711a",,,"Hybrid",AValdez@domain2.test.local,,"2016-04-27T08:02:29.000Z",,"Enabled","2016-04-27T08:14:53.000Z"
"Alzie Payne","s-1-5-21-2687365137-2087825785-2724683265-4565","domain2.test.local","User","784118ab-04a9-4adf-8ee9-f52f45680485",,,"Hybrid",APayne@domain2.test.local,,"2016-04-27T08:02:13.000Z",,"Enabled","2016-04-27T08:10:57.000Z"
"Amanda Macias","s-1-5-21-2687365137-2087825785-2724683265-4708","domain2.test.local","User","c2427740-6577-42bf-a001-9c2370d11b3b",,,"Hybrid",AMacias@domain2.test.local,,"2016-04-27T08:02:18.000Z",,"Enabled","2016-04-27T08:13:53.000Z"
"Amarissa Lynn","s-1-5-21-2687365137-2087825785-2724683265-4457","domain2.test.local","User","4d4e3968-ca3f-465a-b966-5a69af6915eb",,,"Hybrid",ALynn@domain2.test.local,,"2016-04-27T08:02:09.000Z",,"Enabled","2016-04-27T08:13:58.000Z"
"Ambrosia Frederick","s-1-5-21-2687365137-2087825785-2724683265-4406","domain2.test.local","User","57ed7a71-6e59-427e-b1ee-17304276228b",,,"Hybrid",AFrederick@domain2.test.local,,"2016-04-27T08:02:07.000Z",,"Enabled","2016-04-27T08:12:48.000Z"
"Amedeo Rivers","s-1-5-21-2687365137-2087825785-2724683265-4538","domain2.test.local","User","1287e716-00a5-4d79-9195-2117804e2537",,,"Hybrid",ARivers@domain2.test.local,,"2016-04-27T08:02:12.000Z",,"Enabled","2016-04-27T08:10:23.000Z"
"Amerigo Blaney","s-1-5-21-2687365137-2087825785-2724683265-4805","domain2.test.local","User","3daf48d4-7187-4d2f-9c74-61853008b5c7",,,"Hybrid",ABlaney@domain2.test.local,"Sensitive","2016-04-27T08:02:22.000Z",,"Enabled","2016-04-27T08:10:36.000Z"
"AmirSecurityOperator",,"MCASAATP.ccsctp.net","User","300fe100-4547-4167-bb22-803afd367f3d",,,"Cloud",AmirSecurityOperator@MCASAATP.ccsctp.net,,"2024-06-04T09:00:25.000Z",,"Enabled",
"AmirSecurityReader",,"MCASAATP.ccsctp.net","User","0dc75c86-6276-4f8d-8c73-3a5dfd231222",,,"Cloud",AmirSecurityReader@MCASAATP.ccsctp.net,,"2024-06-04T09:01:11.000Z",,"Enabled",
"AmirViewer",,"MCASAATP.ccsctp.net","User","7568b349-4ec3-4702-ac86-44b103d1e180",,,"Cloud",AmirViewer@MCASAATP.ccsctp.net,,"2024-04-18T10:33:22.000Z",,"Enabled",
"Amit Nieman","s-1-5-21-306263214-2362191459-3415812841-3217","domain3.test.local","User",,,,"On-premises",amitni@domain1.test.local,,"2023-12-26T10:45:22.000Z",,"Enabled","2024-06-02T16:45:42.000Z"
"Amit Niemman",,,"User",,"00un8hl17vgI0hZzc5d7","Okta","Cloud",amitniemann@microsoft.com,"Sensitive","2025-02-05T10:15:09.000Z",,"Enabled",
"AmitAndLaurence","s-1-5-21-989687458-3461180213-172365591-278617","domain1.test.local","User","fe515e3c-fa87-4515-a825-aac98459b419","00umytytuljtAGeMO5d7","Okta","Hybrid",AmitMyLoveTest@domain1.test.local,"Sensitive","2022-09-19T07:29:33.000Z","High","Enabled","2023-11-15T08:14:13.000Z"
"AmitGmsaUser$","s-1-5-21-1297930099-202153433-154539890-1104","d_tc25022.defensor.local","Service",,,,"On-premises",,,"2025-02-09T14:09:37.000Z",,"Enabled","2025-02-09T14:09:37.000Z"
"AmitMSA$","s-1-5-21-266913402-1626219364-3788061335-3621","darya3112.test.local","Service",,,,"On-premises",,,"2025-02-11T12:04:54.000Z",,"Enabled","2025-02-12T10:00:16.000Z"
"Amuel Schadeck","s-1-5-21-2687365137-2087825785-2724683265-4867","domain2.test.local","User","51fe93d8-49f4-44ad-a174-332a795c22a5",,,"Hybrid",ASchadeck@domain2.test.local,,"2016-04-27T08:02:24.000Z",,"Enabled","2016-04-27T08:11:47.000Z"
"Amy Alberts",,"mcasaatp.ccsctp.net","User","4058f649-edce-4add-99e2-ff9c544b6f22",,,"Cloud",amalberts@mcasaatp.ccsctp.net,,"2021-01-14T15:46:48.000Z",,"Enabled",
"Anabel Garfield","s-1-5-21-2687365137-2087825785-2724683265-4862","domain2.test.local","User","1cd51934-6847-4128-add5-97ba23c6e2b7",,,"Hybrid",AGarfield@domain2.test.local,,"2016-04-27T08:02:24.000Z",,"Enabled","2016-04-27T08:11:43.000Z"
"anattest",,"MCASAATP.ccsctp.net","User","384bc13d-06b7-46a8-be3c-95a1ef672909",,,"Cloud",anattest@MCASAATP.ccsctp.net,,"2020-03-17T08:43:37.000Z","Very high","Enabled",
"Ander Monteith","s-1-5-21-2687365137-2087825785-2724683265-4780","domain2.test.local","User","328c10aa-0724-4bb7-b0f3-bf8593e465bc",,,"Hybrid",AMonteith@domain2.test.local,,"2016-04-27T08:02:21.000Z",,"Enabled","2016-04-27T08:15:28.000Z"
"Andrew Ma",,"mcasaatp.ccsctp.net","User","73417905-4630-422d-9034-d3e6329cc3aa",,,"Cloud",anma@mcasaatp.ccsctp.net,,"2021-01-14T15:47:54.000Z",,"Enabled",
"Andy Alford","s-1-5-21-2687365137-2087825785-2724683265-4925","domain2.test.local","User","fa67eb7e-2061-449c-a09a-23dd3e8c6b84",,,"Hybrid",AAlford@domain2.test.local,,"2016-04-27T08:02:26.000Z",,"Enabled","2016-04-27T08:12:56.000Z"
"Angela Garza","s-1-5-21-2687365137-2087825785-2724683265-4168","domain2.test.local","User","a2ab6226-3edc-417a-bae3-49fe9812d584",,,"Hybrid",AGarza@domain2.test.local,,"2016-04-27T08:01:59.000Z",,"Enabled","2016-04-27T08:13:09.000Z"
"Anis Orchard","s-1-5-21-2687365137-2087825785-2724683265-4320","domain2.test.local","User","733fc16c-aa6b-4c74-92b7-c8ec85752ee2",,,"Hybrid",AOrchard@domain2.test.local,,"2016-04-27T08:02:04.000Z",,"Enabled","2016-04-27T08:11:11.000Z"
"Annaliese Telfair","s-1-5-21-2687365137-2087825785-2724683265-4658","domain2.test.local","User","70c428ef-d8dd-4718-8567-1a59f08602e6",,,"Hybrid",ATelfair@domain2.test.local,,"2016-04-27T08:02:17.000Z",,"Enabled","2016-04-27T08:12:41.000Z"
"Annetta Tournay","s-1-5-21-2687365137-2087825785-2724683265-4892","domain2.test.local","User","52fd9fbf-6ae8-4a37-b3cf-aacfcc448548",,,"Hybrid",ATournay@domain2.test.local,,"2016-04-27T08:02:25.000Z",,"Enabled","2016-04-27T08:12:10.000Z"
"Annie Leonard","s-1-5-21-2687365137-2087825785-2724683265-4930","domain2.test.local","User","eed63128-e4d0-4bd1-8005-80e0fb6a230e",,,"Hybrid",ALeonard@domain2.test.local,,"2016-04-27T08:02:26.000Z",,"Enabled","2016-04-27T08:12:59.000Z"
"Annie Rusbridge","s-1-5-21-2687365137-2087825785-2724683265-4169","domain2.test.local","User","ac07d9f5-a1fc-4ecc-a861-6713f3e2baab",,,"Hybrid",ARusbridge@domain2.test.local,,"2016-04-27T08:01:59.000Z",,"Enabled","2016-04-27T08:13:11.000Z"
"Annis Klein","s-1-5-21-2687365137-2087825785-2724683265-4180","domain2.test.local","User","d9589e78-1bdc-4f24-9c00-9c710c1bc82a",,,"Hybrid",AKlein@domain2.test.local,,"2016-04-27T08:01:59.000Z",,"Enabled","2016-04-27T08:13:29.000Z"
"Annita Dickson","s-1-5-21-2687365137-2087825785-2724683265-4879","domain2.test.local","User","ea928eb5-fdfe-4308-bca0-10b5104b4f7b",,,"Hybrid",ADickson@domain2.test.local,,"2016-04-27T08:02:24.000Z",,"Enabled","2016-04-27T08:11:54.000Z"
"Ansley Dominguez","s-1-5-21-2687365137-2087825785-2724683265-4201","domain2.test.local","User","40bacc61-30bb-4f7a-9517-fb9ce1c30e66",,,"Hybrid",ADominguez@domain2.test.local,,"2016-04-27T08:02:00.000Z",,"Enabled","2016-04-27T08:13:58.000Z"
"Anthoney Boyd","s-1-5-21-2687365137-2087825785-2724683265-4146","domain2.test.local","User","bf875b63-f94d-4c68-8c6e-6e201f54dc75",,,"Hybrid",ABoyd@domain2.test.local,,"2016-04-27T08:01:58.000Z",,"Enabled","2016-04-27T08:04:32.000Z"
"Antoinette Cain","s-1-5-21-2687365137-2087825785-2724683265-4612","domain2.test.local","User","98e791ca-2323-4842-9419-71ecf18290ee",,,"Hybrid",ACain@domain2.test.local,,"2016-04-27T08:02:15.000Z",,"Enabled","2016-04-27T08:11:47.000Z"
"App admin read only and group admin",,"mcasaatp.ccsctp.net","User","8f8c39ea-f9e7-4860-b4f9-d30d3a20e051",,,"Cloud",multiple_roles_app_ro_group_admin@mcasaatp.ccsctp.net,,"2021-12-15T14:21:41.000Z",,"Enabled",
"Application Insights API",,,"Service","2f72f900-f9c7-4f92-acd0-5079a0191bdc",,,"Cloud",,,,,"Enabled",
"Application Insights Configuration Service",,,"Service","cfaf38b0-33f4-428a-bd2d-dd494bff3b3e",,,"Cloud",,,,,"Enabled",
"Appolonia Gray","s-1-5-21-2687365137-2087825785-2724683265-4425","domain2.test.local","User","efd984ec-14c6-4c5a-9c63-7db62a7bc015",,,"Hybrid",AGray@domain2.test.local,,"2016-04-27T08:02:08.000Z",,"Enabled","2016-04-27T08:13:12.000Z"
"Ara Schroeder","s-1-5-21-2687365137-2087825785-2724683265-4907","domain2.test.local","User","615c2f56-6194-46b4-be05-c4164a10db01",,,"Hybrid",ASchroeder@domain2.test.local,,"2016-04-27T08:02:25.000Z",,"Enabled","2016-04-27T08:12:29.000Z"
"Arabelle Falun","s-1-5-21-2687365137-2087825785-2724683265-4881","domain2.test.local","User","4f7fa1a7-d85d-40f9-af9a-e5814b16c89e",,,"Hybrid",AFalun@domain2.test.local,,"2016-04-27T08:02:24.000Z",,"Enabled","2016-04-27T08:11:55.000Z"
"Arda Ortiz","s-1-5-21-2687365137-2087825785-2724683265-4414","domain2.test.local","User","968f62b9-cb5a-4d01-a785-7861c93e94d0",,,"Hybrid",AOrtiz@domain2.test.local,,"2016-04-27T08:02:08.000Z",,"Enabled","2016-04-27T08:12:57.000Z"
"Ardel Puckett","s-1-5-21-2687365137-2087825785-2724683265-4866","domain2.test.local","User","dd938645-3869-470e-a381-9e749e493ac8",,,"Hybrid",APuckett@domain2.test.local,,"2016-04-27T08:02:24.000Z",,"Enabled","2016-04-27T08:11:46.000Z"
"Ardell Baxter","s-1-5-21-2687365137-2087825785-2724683265-5006","domain2.test.local","User","e7ac2e69-90f7-4997-ae53-3410ae5aafe0",,,"Hybrid",ABaxter@domain2.test.local,,"2016-04-27T08:02:29.000Z",,"Enabled","2016-04-27T08:14:47.000Z"
"Ardeth Wolsey","s-1-5-21-2687365137-2087825785-2724683265-4945","domain2.test.local","User","cbded375-a053-4187-9b3a-823d914e3ada",,,"Hybrid",AWolsey@domain2.test.local,,"2016-04-27T08:02:27.000Z",,"Enabled","2016-04-27T08:13:26.000Z"
"Ardith Filley","s-1-5-21-2687365137-2087825785-2724683265-4769","domain2.test.local","User","51017ebe-4678-47c5-b06b-4f3d0884fc96",,,"Hybrid",AFilley@domain2.test.local,,"2016-04-27T08:02:21.000Z",,"Enabled","2016-04-27T08:15:14.000Z"
"Argentina Huntley","s-1-5-21-2687365137-2087825785-2724683265-4562","domain2.test.local","User","a29b66de-3b26-43b5-ada2-38fdf5999ebc",,,"Hybrid",AHuntley@domain2.test.local,,"2016-04-27T08:02:13.000Z",,"Enabled","2016-04-27T08:10:55.000Z"
"Argie Rush","s-1-5-21-2687365137-2087825785-2724683265-4241","domain2.test.local","User","eaecb0a8-593e-474c-acd4-46df8f6cb668",,,"Hybrid",ARush@domain2.test.local,,"2016-04-27T08:02:01.000Z",,"Enabled","2016-04-27T08:14:48.000Z"
"Arlander Waters","s-1-5-21-989687458-3461180213-172365591-248572","domain1.test.local","User","53e3a33d-da1e-4e78-9dd2-427df807434c","00umyu4ebijVRYARJ5d7","Okta","Hybrid",AWaters@domain1.test.local,,"2016-04-26T11:57:50.000Z",,"Enabled","2022-08-29T10:09:22.000Z"
"Arlee Van Arden","s-1-5-21-2687365137-2087825785-2724683265-4812","domain2.test.local","User","0eb9ebc9-476e-4f79-a649-40f78310ce31",,,"Hybrid",AVanArden@domain2.test.local,,"2016-04-27T08:02:22.000Z",,"Enabled","2016-04-27T08:10:49.000Z"
"Arlene Kirby","s-1-5-21-2687365137-2087825785-2724683265-5028","domain2.test.local","User","d0ad6f66-36df-4a0c-936a-c24d6162b194",,,"Hybrid",AKirby@domain2.test.local,,"2016-04-27T08:02:30.000Z",,"Enabled","2016-04-27T08:15:21.000Z"
"Arlene Sheppard","s-1-5-21-2687365137-2087825785-2724683265-4111","domain2.test.local","User","7c234ff6-f9e3-48a3-8230-9ab6e1861505",,,"Hybrid",ASheppard@domain2.test.local,,"2016-04-27T08:01:57.000Z",,"Enabled","2016-04-27T08:11:52.000Z"
"Arleta Houston","s-1-5-21-989687458-3461180213-172365591-248544","domain1.test.local","User","c463f820-2e9d-401c-8262-f30f38eeea3f","00umyu177eKFxUDrn5d7","Okta","Hybrid",AHouston@domain1.test.local,,"2016-04-26T11:57:49.000Z",,"Enabled","2022-03-02T18:07:49.000Z"
"Arletta Dejesus","s-1-5-21-2687365137-2087825785-2724683265-4415","domain2.test.local","User","2a6620c2-bc25-4033-873c-9ae22046729d",,,"Hybrid",ADejesus@domain2.test.local,,"2016-04-27T08:02:08.000Z",,"Enabled","2016-04-27T08:12:58.000Z"
"Arliene Banks","s-1-5-21-989687458-3461180213-172365591-248454","domain1.test.local","User","03065ec0-2fbb-4031-b1ec-0f2c3b83bd9d","00umyturlm22qdmbX5d7","Okta","Hybrid",ABanks@domain1.test.local,,"2016-04-26T11:57:45.000Z",,"Enabled","2018-02-05T14:14:53.000Z"
"Arlon Dyke","s-1-5-21-2687365137-2087825785-2724683265-4127","domain2.test.local","User","fcc384b0-6b0c-4e52-8341-983c24fe5ca4",,,"Hybrid",ADyke@domain2.test.local,,"2016-04-27T08:01:58.000Z",,"Enabled","2016-04-27T08:12:14.000Z"
"Arlone Reynolds","s-1-5-21-989687458-3461180213-172365591-248198","domain1.test.local","User","5fb932fc-df21-440b-af88-7c9b93c5b590","00umyu2s96wZFlShv5d7","Okta","Hybrid",AReynolds@domain1.test.local,,"2016-04-26T11:57:36.000Z",,"Enabled","2018-12-11T19:17:27.000Z"
"Arlow Cupar","s-1-5-21-989687458-3461180213-172365591-248586","domain1.test.local","User","de3756d6-a800-40b6-bcdd-55c93a239e0c","00umytykrjPEGFUX05d7","Okta","Hybrid",ACupar@domain1.test.local,,"2016-04-26T11:57:50.000Z",,"Enabled","2018-02-05T14:14:54.000Z"
"Arlyn Copeland","s-1-5-21-2687365137-2087825785-2724683265-4745","domain2.test.local","User","cef1a84d-909a-4ac5-9f4a-c0fbf94ae31c",,,"Hybrid",ACopeland@domain2.test.local,,"2016-04-27T08:02:20.000Z",,"Enabled","2016-04-27T08:14:39.000Z"
"Armatha Washington","s-1-5-21-2687365137-2087825785-2724683265-4162","domain2.test.local","User","c71467b7-6dc3-4945-b419-72e44e35a06e",,,"Hybrid",AWashington@domain2.test.local,,"2016-04-27T08:01:59.000Z",,"Enabled","2016-04-27T08:12:59.000Z"
"Armina Salazar","s-1-5-21-2687365137-2087825785-2724683265-4744","domain2.test.local","User","6af435dc-1720-4682-b322-bc1b8ddb0831",,,"Hybrid",ASalazar@domain2.test.local,,"2016-04-27T08:02:20.000Z",,"Enabled","2016-04-27T08:14:37.000Z"
"Armon Hughes","s-1-5-21-2687365137-2087825785-2724683265-4258","domain2.test.local","User","e3455bf7-a4bc-4dbd-926a-7ab6a4355be5",,,"Hybrid",AHughes@domain2.test.local,,"2016-04-27T08:02:02.000Z",,"Enabled","2016-04-27T08:15:14.000Z"
"Armstead Pratt","s-1-5-21-2687365137-2087825785-2724683265-4826","domain2.test.local","User","657d9d8a-084a-40f7-b0cc-0a133d499cb2",,,"Hybrid",APratt@domain2.test.local,,"2016-04-27T08:02:22.000Z",,"Enabled","2016-04-27T08:11:02.000Z"
"Arnett Lindsey","s-1-5-21-2687365137-2087825785-2724683265-4905","domain2.test.local","User","a5d858e5-598e-4ce2-a487-1d1bb8ec6c5a",,,"Hybrid",ALindsey@domain2.test.local,,"2016-04-27T08:02:25.000Z",,"Enabled","2016-04-27T08:12:27.000Z"
"Arnita Barstow","s-1-5-21-989687458-3461180213-172365591-248222","domain1.test.local","User","5eb66bc8-b7e0-41f3-98e1-ae674f2fcd08","00umyturnft0NrzPo5d7","Okta","Hybrid",ABarstow@domain1.test.local,,"2016-04-26T11:57:37.000Z",,"Enabled","2018-02-05T14:14:50.000Z"
"Arnt Beckwith","s-1-5-21-2687365137-2087825785-2724683265-4872","domain2.test.local","User","2f314dc1-ccc4-4e68-a40b-dee0af630d94",,,"Hybrid",ABeckwith@domain2.test.local,,"2016-04-27T08:02:24.000Z",,"Enabled","2016-04-27T08:11:48.000Z"
"Arrie Wilkinson","s-1-5-21-989687458-3461180213-172365591-247666","domain1.test.local","User","7bbfee6c-3101-4d76-aecb-4197884b8712","00umyu4efjtD5yC2T5d7","Okta","Hybrid",AWilkinson@domain1.test.local,,"2016-04-26T11:57:18.000Z",,"Enabled","2018-12-16T09:31:41.000Z"
"Arta Chatsworth","s-1-5-21-2687365137-2087825785-2724683265-4786","domain2.test.local","User","1e089c5b-208e-4105-a44b-5a84341c3b54",,,"Hybrid",AChatsworth@domain2.test.local,,"2016-04-27T08:02:21.000Z",,"Enabled","2016-04-27T08:15:36.000Z"
"Artha Shaffer","s-1-5-21-2687365137-2087825785-2724683265-4410","domain2.test.local","User","2671b3df-7d04-4785-b243-243a20977019",,,"Hybrid",AShaffer@domain2.test.local,,"2016-04-27T08:02:07.000Z",,"Enabled","2016-04-27T08:12:53.000Z"
"Artie Collins","s-1-5-21-2687365137-2087825785-2724683265-4750","domain2.test.local","User","828be756-ab30-423b-9d42-d0791af617e7",,,"Hybrid",ACollins@domain2.test.local,,"2016-04-27T08:02:20.000Z",,"Enabled","2016-04-27T08:14:47.000Z"
"artur",,"MCASAATP.ccsctp.net","User","a0adeb06-352f-4cc7-9a57-23e22e101935",,,"Cloud",arturtest@MCASAATP.ccsctp.net,,"2019-04-30T10:16:49.000Z",,"Enabled",
"artur2",,"MCASAATP.ccsctp.net","User","9cba9aec-08bf-44c8-bd94-b5e57bab695a",,,"Cloud",artur2@MCASAATP.ccsctp.net,,"2019-05-13T13:15:39.000Z",,"Enabled",
"artur3",,"MCASAATP.ccsctp.net","User","eb162e93-608d-4ad8-a638-6e443819d1a5",,,"Cloud",artur3@MCASAATP.ccsctp.net,,"2019-05-13T13:23:29.000Z",,"Enabled",
"artur4",,"mcasaatp.ccsctp.net","User","b95841b7-a2d2-4e37-aff8-e744444cb0c0",,,"Cloud",artur4@mcasaatp.ccsctp.net,,"2019-05-19T15:11:16.000Z",,"Enabled",
"Arvella Sampson","s-1-5-21-2687365137-2087825785-2724683265-5039","domain2.test.local","User","4577278c-4809-4609-a372-abe0f3b7c99c",,,"Hybrid",ASampson@domain2.test.local,,"2016-04-27T08:02:30.000Z",,"Enabled","2016-04-27T08:15:34.000Z"
"Asberry Little","s-1-5-21-2687365137-2087825785-2724683265-5047","domain2.test.local","User","2d0a1d35-a845-45c9-8fd7-bce7e48e05c0",,,"Hybrid",ALittle@domain2.test.local,,"2016-04-27T08:02:30.000Z",,"Enabled","2016-04-27T08:10:21.000Z"
"asd","s-1-5-21-3589730768-2861620972-879363931-1109","mydomain14.com","User",,,,"On-premises",asd@mydomain14.com,,"2024-09-24T16:11:08.000Z",,"Enabled","2024-09-24T16:11:08.000Z"
"Aslee Dillard","s-1-5-21-2687365137-2087825785-2724683265-4266","domain2.test.local","User","3db25ce8-b83c-46fe-88e6-cdd8fe74be24",,,"Hybrid",ADillard@domain2.test.local,,"2016-04-27T08:02:02.000Z",,"Enabled","2016-04-27T08:15:25.000Z"
"Aster Gutierrez","s-1-5-21-2687365137-2087825785-2724683265-4623","domain2.test.local","User","da58300a-f371-45c4-b381-588d79b03796",,,"Hybrid",AGutierrez@domain2.test.local,,"2016-04-27T08:02:15.000Z",,"Enabled","2016-04-27T08:11:54.000Z"
"Astor Middleton","s-1-5-21-2687365137-2087825785-2724683265-4760","domain2.test.local","User","2322f88a-a89c-4e11-abee-6c2b3a8d1871",,,"Hybrid",AMiddleton@domain2.test.local,,"2016-04-27T08:02:20.000Z",,"Enabled","2016-04-27T08:15:01.000Z"
"Athalie Ferrers","s-1-5-21-2687365137-2087825785-2724683265-4381","domain2.test.local","User","0478bd9a-1699-4ec0-84e7-751e34e84ebd",,,"Hybrid",AFerrers@domain2.test.local,,"2016-04-27T08:02:06.000Z",,"Enabled","2016-04-27T08:12:11.000Z"
"Atlas Mansle","s-1-5-21-2687365137-2087825785-2724683265-4473","domain2.test.local","User","f33ee488-acf2-40f5-8f5f-69cd79d85076",,,"Hybrid",AMansle@domain2.test.local,,"2016-04-27T08:02:10.000Z",,"Enabled","2016-04-27T08:04:39.000Z"
"Atlas Vaughan","s-1-5-21-2687365137-2087825785-2724683265-4196","domain2.test.local","User","ce0a8bd8-5122-47ac-bcc3-816efff421fd",,,"Hybrid",AVaughan@domain2.test.local,,"2016-04-27T08:02:00.000Z",,"Enabled","2016-04-27T08:13:53.000Z"
"Audree Dudley","s-1-5-21-2687365137-2087825785-2724683265-4649","domain2.test.local","User","e200bc30-78d5-4514-93eb-8b67edf91031",,,"Hybrid",ADudley@domain2.test.local,,"2016-04-27T08:02:16.000Z",,"Enabled","2016-04-27T08:12:27.000Z"
"Aurele Troublefield","s-1-5-21-2687365137-2087825785-2724683265-4223","domain2.test.local","User","aba05e9d-907c-4577-a213-e6fffdc5c9f6",,,"Hybrid",ATroublefield@domain2.test.local,,"2016-04-27T08:02:01.000Z",,"Enabled","2016-04-27T08:14:27.000Z"
"Aurelius Hayes","s-1-5-21-2687365137-2087825785-2724683265-4245","domain2.test.local","User","4f14fd79-d5ae-4aad-aec3-46552135d459",,,"Hybrid",AHayes@domain2.test.local,,"2016-04-27T08:02:02.000Z",,"Enabled","2016-04-27T08:04:42.000Z"
"Aurthur Medcaf","s-1-5-21-2687365137-2087825785-2724683265-4305","domain2.test.local","User","1fa1cee7-d293-4f48-8588-5f476c4c42b1",,,"Hybrid",AMedcaf@domain2.test.local,,"2016-04-27T08:02:04.000Z",,"Enabled","2016-04-27T08:10:52.000Z"
"Automated Call Distribution",,,"Service","53b6da59-1388-406e-938a-ab97c3e0e199",,,"Cloud",,,,,"Enabled",
"Autumn Clifton","s-1-5-21-2687365137-2087825785-2724683265-4495","domain2.test.local","User","a4f64634-f92c-43c7-92d7-6ae0578ed062",,,"Hybrid",AClifton@domain2.test.local,,"2016-04-27T08:02:11.000Z",,"Enabled","2016-04-27T08:14:47.000Z"
"aviad instance",,"MCASAATP.ccsctp.net","User","e2dbf973-c486-41fa-a592-e24878c149cc",,,"Cloud",avinstance@MCASAATP.ccsctp.net,,"2019-05-07T10:40:46.000Z",,"Enabled",
"AviadH",,"MCASAATP.ccsctp.net","User","38b7433f-c1f9-42aa-b215-726909853cc5",,,"Cloud",AviadH@MCASAATP.ccsctp.net,,"2024-01-25T13:23:46.000Z","Very high","Enabled",
"avihu global admin",,"MCASAATP.ccsctp.net","User","0af56841-d80d-4ab8-bc87-8b7521dcbebf",,,"Cloud",GlobalAdmintest@MCASAATP.ccsctp.net,,"2023-07-13T13:46:02.000Z","Very high","Enabled",
"avihu new",,"MCASAATP.ccsctp.net","User","91964a54-db60-463a-9e23-3a20eb82e74d",,,"Cloud",avihuzini_microsoft.com#EXT#@MCASAATP.ccsctp.net,,"2023-08-02T09:53:19.000Z",,"Enabled",
"Avihu test",,"mcasaatp.ccsctp.net","User","3449cf32-95c0-485e-80b2-8c41607ebc15",,,"Cloud",TestAvihu11@mcasaatp.ccsctp.net,,"2022-07-04T09:07:58.000Z","Very high","Enabled",
